shot_id,game_id,player_name,shot_type,shot_zone_basic,shot_distance,shot_made_flag,result,period,minutes_remaining,loc_x,loc_y
398,002200125,Stephen Curry,3PT Field Goal,Above the Break 3,22,1,Made,1,3,167,153
809,002200151,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),10,1,Made,2,5,200,185
10,002200102,Stephen Curry,3PT Field Goal,Above the Break 3,29,0,Missed,3,11,-61,295
147,002200110,Stephen Curry,3PT Field Goal,Above the Break 3,23,1,Made,3,7,65,170
993,002200164,Stephen Curry,2PT Field Goal,Mid-Range,6,0,Missed,3,9,-179,58
282,002200118,Stephen Curry,3PT Field Goal,Above the Break 3,33,1,Made,4,3,-48,50
298,002200119,Stephen Curry,3PT Field Goal,Above the Break 3,30,1,Made,3,0,65,129
494,002200131,Stephen Curry,3PT Field Goal,Above the Break 3,30,1,Made,2,4,89,466
291,002200119,Stephen Curry,3PT Field Goal,Left Corner 3,28,0,Missed,3,1,152,163
570,002200135,Stephen Curry,3PT Field Goal,Above the Break 3,32,0,Missed,3,6,136,265
873,002200155,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),19,0,Missed,3,0,-187,189
916,002200158,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),11,0,Missed,1,10,50,219
1349,002200107,Stephen Curry,2PT Field Goal,Restricted Area,13,0,Missed,2,0,115,138
490,002200130,Stephen Curry,3PT Field Goal,Left Corner 3,33,1,Made,3,1,148,306
899,002200157,Stephen Curry,2PT Field Goal,Restricted Area,16,0,Missed,3,5,-71,31
714,002200143,Stephen Curry,3PT Field Goal,Left Corner 3,22,0,Missed,2,9,-110,144
410,002200126,Stephen Curry,3PT Field Goal,Above the Break 3,25,1,Made,2,2,-104,29
135,002200109,Stephen Curry,3PT Field Goal,Left Corner 3,24,0,Missed,1,4,88,378
900,002200157,Stephen Curry,2PT Field Goal,Mid-Range,14,1,Made,3,5,-10,145
756,002200147,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),15,1,Made,3,6,24,158
1149,002200175,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),7,1,Made,2,4,167,218
1175,002200177,Stephen Curry,2PT Field Goal,Restricted Area,11,0,Missed,1,10,-166,105
1119,002200173,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),15,0,Missed,2,9,-192,150
599,002200137,Stephen Curry,3PT Field Goal,Above the Break 3,34,0,Missed,3,5,174,117
158,002200111,Stephen Curry,3PT Field Goal,Above the Break 3,22,0,Missed,2,6,184,378
1167,002200176,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),14,1,Made,4,0,-60,174
919,002200158,Stephen Curry,2PT Field Goal,Mid-Range,16,1,Made,2,2,142,48
1170,002200176,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),7,1,Made,1,0,12,194
816,002200151,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),18,1,Made,4,7,-99,83
411,002200126,Stephen Curry,3PT Field Goal,Above the Break 3,22,0,Missed,1,7,19,153
1201,002200179,Stephen Curry,2PT Field Goal,Mid-Range,0,1,Made,2,4,72,115
930,002200159,Stephen Curry,2PT Field Goal,Restricted Area,21,1,Made,3,2,-150,47
1146,002200175,Stephen Curry,2PT Field Goal,Restricted Area,5,1,Made,4,10,-7,23
1005,002200165,Stephen Curry,2PT Field Goal,Mid-Range,1,1,Made,3,5,-62,22
331,002200121,Stephen Curry,3PT Field Goal,Left Corner 3,34,0,Missed,2,1,63,443
96,002200107,Stephen Curry,3PT Field Goal,Above the Break 3,31,0,Missed,2,5,64,282
812,002200151,Stephen Curry,2PT Field Goal,Restricted Area,15,1,Made,4,6,191,219
894,002200157,Stephen Curry,2PT Field Goal,Restricted Area,2,1,Made,4,0,87,84
522,002200132,Stephen Curry,3PT Field Goal,Right Corner 3,32,0,Missed,4,8,81,138
526,002200132,Stephen Curry,3PT Field Goal,Above the Break 3,32,1,Made,3,10,-167,87
156,002200111,Stephen Curry,3PT Field Goal,Above the Break 3,27,1,Made,1,1,218,48
529,002200133,Stephen Curry,3PT Field Goal,Above the Break 3,32,0,Missed,2,10,126,348
528,002200133,Stephen Curry,3PT Field Goal,Above the Break 3,32,1,Made,1,9,1,359
579,002200136,Stephen Curry,3PT Field Goal,Above the Break 3,27,0,Missed,4,0,79,369
351,002200122,Stephen Curry,3PT Field Goal,Above the Break 3,29,0,Missed,2,7,-122,363
514,002200132,Stephen Curry,3PT Field Goal,Above the Break 3,34,1,Made,4,7,-183,350
945,002200160,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),17,1,Made,1,8,23,95
1022,002200166,Stephen Curry,2PT Field Goal,Mid-Range,2,1,Made,1,10,16,70
842,002200153,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),12,1,Made,2,0,-68,172
342,002200122,Stephen Curry,3PT Field Goal,Above the Break 3,23,0,Missed,1,0,173,401
354,002200122,Stephen Curry,3PT Field Goal,Above the Break 3,31,0,Missed,4,5,-239,208
308,002200120,Stephen Curry,3PT Field Goal,Above the Break 3,22,1,Made,2,3,-61,406
430,002200127,Stephen Curry,3PT Field Goal,Above the Break 3,31,0,Missed,2,8,14,343
783,002200149,Stephen Curry,2PT Field Goal,Mid-Range,12,1,Made,1,5,-169,110
1117,002200173,Stephen Curry,2PT Field Goal,Restricted Area,17,1,Made,3,10,-206,35
707,002200143,Stephen Curry,3PT Field Goal,Right Corner 3,29,0,Missed,4,4,127,236
660,002200140,Stephen Curry,3PT Field Goal,Above the Break 3,29,0,Missed,1,7,-191,137
1178,002200177,Stephen Curry,2PT Field Goal,Restricted Area,14,1,Made,1,9,-81,100
124,002200109,Stephen Curry,3PT Field Goal,Left Corner 3,29,1,Made,4,6,136,242
178,002200112,Stephen Curry,3PT Field Goal,Right Corner 3,22,1,Made,1,3,120,281
287,002200118,Stephen Curry,3PT Field Goal,Right Corner 3,25,1,Made,1,5,134,171
1300,002200104,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),8,0,Missed,1,8,134,115
1121,002200173,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),19,1,Made,3,4,138,183
294,002200119,Stephen Curry,3PT Field Goal,Above the Break 3,34,0,Missed,3,8,7,319
485,002200130,Stephen Curry,3PT Field Goal,Above the Break 3,25,1,Made,1,6,13,465
1151,002200175,Stephen Curry,2PT Field Goal,Mid-Range,6,1,Made,3,11,202,189
361,002200123,Stephen Curry,3PT Field Goal,Above the Break 3,33,0,Missed,2,2,155,151
1168,002200176,Stephen Curry,2PT Field Goal,Mid-Range,8,1,Made,2,0,-16,148
968,002200162,Stephen Curry,2PT Field Goal,Mid-Range,17,1,Made,1,3,60,214
88,002200107,Stephen Curry,3PT Field Goal,Right Corner 3,25,0,Missed,3,3,190,401
1089,002200171,Stephen Curry,2PT Field Goal,Mid-Range,0,0,Missed,3,0,14,17
447,002200128,Stephen Curry,3PT Field Goal,Above the Break 3,29,0,Missed,1,6,-55,420
1210,002200179,Stephen Curry,2PT Field Goal,Mid-Range,6,0,Missed,4,0,-94,192
771,002200148,Stephen Curry,2PT Field Goal,Mid-Range,17,0,Missed,3,6,144,122
1087,002200170,Stephen Curry,2PT Field Goal,Mid-Range,0,1,Made,1,6,-86,25
1013,002200165,Stephen Curry,2PT Field Goal,Mid-Range,19,1,Made,1,4,172,218
720,002200144,Stephen Curry,3PT Field Goal,Right Corner 3,33,0,Missed,3,2,152,403
290,002200119,Stephen Curry,3PT Field Goal,Right Corner 3,22,0,Missed,1,4,-183,49
285,002200118,Stephen Curry,3PT Field Goal,Above the Break 3,25,0,Missed,4,10,12,350
1327,002200106,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),17,0,Missed,3,6,166,195
1278,002200102,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),11,1,Made,3,11,-173,90
462,002200129,Stephen Curry,3PT Field Goal,Above the Break 3,25,1,Made,4,10,-134,353
739,002200145,Stephen Curry,3PT Field Goal,Above the Break 3,30,1,Made,2,5,80,271
266,002200117,Stephen Curry,3PT Field Goal,Above the Break 3,33,0,Missed,3,6,133,125
327,002200121,Stephen Curry,3PT Field Goal,Above the Break 3,25,1,Made,2,0,-63,394
348,002200122,Stephen Curry,3PT Field Goal,Above the Break 3,34,1,Made,3,3,32,49
380,002200124,Stephen Curry,3PT Field Goal,Above the Break 3,23,1,Made,3,9,76,85
59,002200105,Stephen Curry,3PT Field Goal,Above the Break 3,27,0,Missed,3,7,-14,372
422,002200126,Stephen Curry,3PT Field Goal,Left Corner 3,30,0,Missed,2,3,-158,405
1273,002200102,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),10,0,Missed,2,2,64,17
425,002200126,Stephen Curry,3PT Field Goal,Above the Break 3,30,1,Made,3,6,171,261
881,002200156,Stephen Curry,2PT Field Goal,Restricted Area,13,1,Made,4,6,162,96
1225,002200180,Stephen Curry,2PT Field Goal,Restricted Area,11,1,Made,3,6,-82,35
810,002200151,Stephen Curry,2PT Field Goal,Restricted Area,10,1,Made,4,1,-25,112
864,002200155,Stephen Curry,2PT Field Goal,Restricted Area,15,0,Missed,2,7,138,58
843,002200153,Stephen Curry,2PT Field Goal,Restricted Area,1,1,Made,4,1,0,146
333,002200121,Stephen Curry,3PT Field Goal,Right Corner 3,28,1,Made,3,2,-182,415
1191,002200178,Stephen Curry,2PT Field Goal,Mid-Range,21,0,Missed,2,7,158,19
1258,002200101,Stephen Curry,2PT Field Goal,Mid-Range,14,1,Made,4,7,184,204
591,002200136,Stephen Curry,3PT Field Goal,Left Corner 3,27,1,Made,4,9,-66,204
1211,002200179,Stephen Curry,2PT Field Goal,Restricted Area,10,1,Made,2,4,119,192
471,002200129,Stephen Curry,3PT Field Goal,Above the Break 3,32,0,Missed,4,9,47,319
588,002200136,Stephen Curry,3PT Field Goal,Left Corner 3,28,1,Made,2,11,102,181
898,002200157,Stephen Curry,2PT Field Goal,Mid-Range,13,0,Missed,3,6,-125,146
824,002200152,Stephen Curry,2PT Field Goal,Restricted Area,1,0,Missed,1,9,171,5
963,002200162,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),15,1,Made,1,8,-209,68
328,002200121,Stephen Curry,3PT Field Goal,Left Corner 3,28,0,Missed,1,3,-217,51
497,002200131,Stephen Curry,3PT Field Goal,Left Corner 3,23,1,Made,1,8,-85,458
318,002200120,Stephen Curry,3PT Field Goal,Above the Break 3,23,1,Made,3,2,36,4
1042,002200167,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),5,0,Missed,4,10,43,96
83,002200106,Stephen Curry,3PT Field Goal,Above the Break 3,24,0,Missed,4,5,-84,90
129,002200109,Stephen Curry,3PT Field Goal,Above the Break 3,27,0,Missed,3,10,105,332
780,002200149,Stephen Curry,2PT Field Goal,Restricted Area,16,1,Made,2,3,105,7
12,002200102,Stephen Curry,3PT Field Goal,Above the Break 3,34,0,Missed,1,6,-242,343
538,002200133,Stephen Curry,3PT Field Goal,Left Corner 3,26,0,Missed,2,3,28,361
171,002200112,Stephen Curry,3PT Field Goal,Right Corner 3,22,0,Missed,2,0,-237,8
596,002200137,Stephen Curry,3PT Field Goal,Above the Break 3,31,0,Missed,3,4,-190,318
1237,002200181,Stephen Curry,2PT Field Goal,Mid-Range,9,1,Made,1,9,129,159
260,002200117,Stephen Curry,3PT Field Goal,Above the Break 3,33,1,Made,1,4,-76,203
672,002200141,Stephen Curry,3PT Field Goal,Above the Break 3,32,0,Missed,1,5,-131,219
1314,002200105,Stephen Curry,2PT Field Goal,Mid-Range,12,1,Made,1,11,187,178
676,002200141,Stephen Curry,3PT Field Goal,Above the Break 3,30,0,Missed,1,4,-1,83
1111,002200172,Stephen Curry,2PT Field Goal,Restricted Area,17,1,Made,1,8,195,25
1284,002200103,Stephen Curry,2PT Field Goal,Restricted Area,11,1,Made,4,10,-44,62
332,002200121,Stephen Curry,3PT Field Goal,Left Corner 3,28,0,Missed,3,10,-37,199
355,002200122,Stephen Curry,3PT Field Goal,Above the Break 3,26,1,Made,2,10,149,242
138,002200110,Stephen Curry,3PT Field Goal,Above the Break 3,22,0,Missed,2,1,211,308
381,002200124,Stephen Curry,3PT Field Goal,Above the Break 3,34,0,Missed,1,11,191,42
292,002200119,Stephen Curry,3PT Field Goal,Above the Break 3,26,1,Made,1,2,-143,225
1098,002200171,Stephen Curry,2PT Field Goal,Mid-Range,10,1,Made,2,3,-92,90
493,002200130,Stephen Curry,3PT Field Goal,Above the Break 3,32,1,Made,3,0,-227,363
141,002200110,Stephen Curry,3PT Field Goal,Left Corner 3,34,0,Missed,1,6,38,253
904,002200157,Stephen Curry,2PT Field Goal,Mid-Range,0,0,Missed,4,6,-150,2
1106,002200172,Stephen Curry,2PT Field Goal,Mid-Range,7,0,Missed,2,2,-145,203
558,002200134,Stephen Curry,3PT Field Goal,Above the Break 3,32,0,Missed,3,5,126,432
139,002200110,Stephen Curry,3PT Field Goal,Above the Break 3,24,0,Missed,2,2,140,178
1182,002200177,Stephen Curry,2PT Field Goal,Mid-Range,21,1,Made,1,0,-169,90
1043,002200167,Stephen Curry,2PT Field Goal,Restricted Area,20,1,Made,2,5,120,191
224,002200115,Stephen Curry,3PT Field Goal,Left Corner 3,31,0,Missed,1,1,179,225
651,002200140,Stephen Curry,3PT Field Goal,Right Corner 3,31,1,Made,3,11,173,298
274,002200118,Stephen Curry,3PT Field Goal,Above the Break 3,27,1,Made,2,1,-169,396
323,002200120,Stephen Curry,3PT Field Goal,Above the Break 3,25,1,Made,2,2,-244,154
451,002200128,Stephen Curry,3PT Field Goal,Above the Break 3,26,0,Missed,1,7,192,66
409,002200126,Stephen Curry,3PT Field Goal,Above the Break 3,27,0,Missed,3,6,192,90
325,002200121,Stephen Curry,3PT Field Goal,Above the Break 3,27,1,Made,2,9,220,313
597,002200137,Stephen Curry,3PT Field Goal,Right Corner 3,34,1,Made,2,6,101,388
299,002200119,Stephen Curry,3PT Field Goal,Above the Break 3,26,0,Missed,2,7,-201,66
723,002200144,Stephen Curry,3PT Field Goal,Above the Break 3,25,1,Made,3,11,149,189
636,002200139,Stephen Curry,3PT Field Goal,Above the Break 3,32,0,Missed,4,9,200,364
549,002200134,Stephen Curry,3PT Field Goal,Above the Break 3,31,0,Missed,3,10,-89,254
1252,002200100,Stephen Curry,2PT Field Goal,Mid-Range,18,1,Made,2,9,-120,28
1272,002200102,Stephen Curry,2PT Field Goal,Mid-Range,14,1,Made,4,5,175,44
1000,002200164,Stephen Curry,2PT Field Goal,Restricted Area,12,0,Missed,3,10,94,95
1298,002200104,Stephen Curry,2PT Field Goal,Mid-Range,3,1,Made,3,8,144,107
752,002200147,Stephen Curry,2PT Field Goal,Mid-Range,3,0,Missed,1,4,183,86
1026,002200166,Stephen Curry,2PT Field Goal,Mid-Range,0,1,Made,2,4,53,165
1160,002200176,Stephen Curry,2PT Field Goal,Restricted Area,1,1,Made,4,1,128,201
947,002200160,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),1,0,Missed,2,7,161,86
1228,002200181,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),2,0,Missed,1,10,50,108
626,002200138,Stephen Curry,3PT Field Goal,Above the Break 3,29,1,Made,3,1,-157,221
1172,002200177,Stephen Curry,2PT Field Goal,Restricted Area,6,1,Made,1,0,-165,117
602,002200137,Stephen Curry,3PT Field Goal,Above the Break 3,29,1,Made,4,4,-117,107
477,002200130,Stephen Curry,3PT Field Goal,Above the Break 3,33,1,Made,3,1,-206,60
615,002200138,Stephen Curry,3PT Field Goal,Above the Break 3,23,1,Made,4,1,-27,135
745,002200145,Stephen Curry,3PT Field Goal,Above the Break 3,33,0,Missed,2,6,149,269
321,002200120,Stephen Curry,3PT Field Goal,Above the Break 3,33,1,Made,3,3,-148,39
910,002200158,Stephen Curry,2PT Field Goal,Mid-Range,21,1,Made,1,9,-18,73
798,002200150,Stephen Curry,2PT Field Goal,Mid-Range,17,1,Made,2,3,-60,0
952,002200161,Stephen Curry,2PT Field Goal,Mid-Range,18,0,Missed,1,10,89,207
1100,002200171,Stephen Curry,2PT Field Goal,Restricted Area,21,1,Made,3,6,93,173
486,002200130,Stephen Curry,3PT Field Goal,Above the Break 3,23,1,Made,1,1,-124,74
39,002200104,Stephen Curry,3PT Field Goal,Above the Break 3,34,0,Missed,1,0,-183,288
30,002200103,Stephen Curry,3PT Field Goal,Above the Break 3,27,1,Made,2,0,-50,123
242,002200116,Stephen Curry,3PT Field Goal,Above the Break 3,30,0,Missed,3,7,77,177
737,002200145,Stephen Curry,3PT Field Goal,Left Corner 3,30,1,Made,3,3,-203,225
958,002200161,Stephen Curry,2PT Field Goal,Mid-Range,9,0,Missed,3,8,-40,109
136,002200109,Stephen Curry,3PT Field Goal,Right Corner 3,30,0,Missed,4,8,151,295
310,002200120,Stephen Curry,3PT Field Goal,Above the Break 3,33,0,Missed,4,9,-85,81
1125,002200173,Stephen Curry,2PT Field Goal,Restricted Area,16,0,Missed,1,2,-205,167
582,002200136,Stephen Curry,3PT Field Goal,Above the Break 3,31,0,Missed,3,7,-212,368
1080,002200170,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),4,1,Made,3,5,153,54
1192,002200178,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),17,1,Made,4,5,-117,160
744,002200145,Stephen Curry,3PT Field Goal,Above the Break 3,26,1,Made,1,9,-43,291
1340,002200107,Stephen Curry,2PT Field Goal,Restricted Area,21,1,Made,2,5,-165,30
553,002200134,Stephen Curry,3PT Field Goal,Above the Break 3,22,0,Missed,1,9,-84,125
3,002200102,Stephen Curry,3PT Field Goal,Above the Break 3,27,1,Made,1,8,-202,58
111,002200108,Stephen Curry,3PT Field Goal,Left Corner 3,23,1,Made,2,5,154,325
759,002200147,Stephen Curry,2PT Field Goal,Mid-Range,9,0,Missed,4,11,-202,153
1164,002200176,Stephen Curry,2PT Field Goal,Mid-Range,17,1,Made,4,4,89,83
861,002200154,Stephen Curry,2PT Field Goal,Restricted Area,12,0,Missed,4,9,-187,35
1031,002200166,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),1,1,Made,4,9,-173,94
1193,002200178,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),1,1,Made,1,9,-108,61
936,002200160,Stephen Curry,2PT Field Goal,Restricted Area,18,1,Made,2,6,-217,169
376,002200124,Stephen Curry,3PT Field Goal,Left Corner 3,27,1,Made,4,1,-91,247
617,002200138,Stephen Curry,3PT Field Goal,Above the Break 3,34,0,Missed,4,3,197,220
453,002200128,Stephen Curry,3PT Field Goal,Above the Break 3,34,1,Made,2,9,234,121
1199,002200178,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),18,0,Missed,2,5,51,199
314,002200120,Stephen Curry,3PT Field Goal,Above the Break 3,22,1,Made,3,5,-13,380
439,002200127,Stephen Curry,3PT Field Goal,Above the Break 3,24,0,Missed,4,8,-212,27
442,002200127,Stephen Curry,3PT Field Goal,Above the Break 3,26,1,Made,1,0,-124,222
1093,002200171,Stephen Curry,2PT Field Goal,Mid-Range,21,1,Made,2,9,202,139
319,002200120,Stephen Curry,3PT Field Goal,Above the Break 3,23,0,Missed,2,1,2,414
661,002200140,Stephen Curry,3PT Field Goal,Above the Break 3,34,1,Made,2,3,-150,281
925,002200159,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),16,0,Missed,4,11,196,12
5,002200102,Stephen Curry,3PT Field Goal,Above the Break 3,26,0,Missed,3,4,78,166
100,002200107,Stephen Curry,3PT Field Goal,Above the Break 3,22,0,Missed,3,1,97,94
424,002200126,Stephen Curry,3PT Field Goal,Above the Break 3,27,0,Missed,4,2,91,193
926,002200159,Stephen Curry,2PT Field Goal,Mid-Range,11,0,Missed,1,11,83,167
649,002200140,Stephen Curry,3PT Field Goal,Above the Break 3,32,0,Missed,2,7,-133,19
622,002200138,Stephen Curry,3PT Field Goal,Above the Break 3,31,0,Missed,4,2,234,210
731,002200144,Stephen Curry,3PT Field Goal,Above the Break 3,25,0,Missed,1,2,138,415
423,002200126,Stephen Curry,3PT Field Goal,Above the Break 3,25,0,Missed,4,2,-119,310
1287,002200103,Stephen Curry,2PT Field Goal,Mid-Range,21,0,Missed,2,8,-169,181
1293,002200103,Stephen Curry,2PT Field Goal,Restricted Area,14,1,Made,1,11,-63,19
634,002200139,Stephen Curry,3PT Field Goal,Above the Break 3,29,0,Missed,2,6,-147,76
1101,002200171,Stephen Curry,2PT Field Goal,Mid-Range,14,0,Missed,2,9,78,207
654,002200140,Stephen Curry,3PT Field Goal,Above the Break 3,29,1,Made,4,8,168,178
227,002200115,Stephen Curry,3PT Field Goal,Above the Break 3,34,0,Missed,4,4,192,83
584,002200136,Stephen Curry,3PT Field Goal,Right Corner 3,32,1,Made,2,2,67,313
665,002200141,Stephen Curry,3PT Field Goal,Above the Break 3,31,1,Made,4,9,-70,183
803,002200150,Stephen Curry,2PT Field Goal,Restricted Area,15,1,Made,3,3,-191,157
566,002200135,Stephen Curry,3PT Field Goal,Above the Break 3,28,0,Missed,4,3,-69,390
66,002200105,Stephen Curry,3PT Field Goal,Left Corner 3,33,0,Missed,2,11,-218,416
858,002200154,Stephen Curry,2PT Field Goal,Mid-Range,8,0,Missed,2,8,218,34
811,002200151,Stephen Curry,2PT Field Goal,Restricted Area,1,1,Made,4,5,205,24
211,002200114,Stephen Curry,3PT Field Goal,Above the Break 3,22,0,Missed,1,2,-65,322
643,002200139,Stephen Curry,3PT Field Goal,Above the Break 3,26,0,Missed,3,4,-200,148
1285,002200103,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),21,1,Made,2,10,111,14
542,002200133,Stephen Curry,3PT Field Goal,Left Corner 3,23,1,Made,4,6,-70,247
953,002200161,Stephen Curry,2PT Field Goal,Mid-Range,20,1,Made,1,1,-164,111
1213,002200179,Stephen Curry,2PT Field Goal,Mid-Range,20,0,Missed,3,8,-219,85
838,002200153,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),20,0,Missed,3,0,122,147
984,002200163,Stephen Curry,2PT Field Goal,Restricted Area,20,1,Made,1,0,-152,57
875,002200155,Stephen Curry,2PT Field Goal,Restricted Area,7,1,Made,2,1,-12,100
1214,002200180,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),19,1,Made,1,5,-132,153
1322,002200105,Stephen Curry,2PT Field Goal,Mid-Range,8,0,Missed,3,4,-37,186
1260,002200101,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),2,1,Made,3,6,69,42
817,002200151,Stephen Curry,2PT Field Goal,Restricted Area,2,1,Made,1,6,-205,76
273,002200118,Stephen Curry,3PT Field Goal,Left Corner 3,34,0,Missed,2,10,73,97
1253,002200100,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),6,1,Made,2,6,56,64
362,002200123,Stephen Curry,3PT Field Goal,Left Corner 3,27,1,Made,1,3,-59,18
2,002200102,Stephen Curry,3PT Field Goal,Right Corner 3,33,1,Made,4,1,-59,443
6,002200102,Stephen Curry,3PT Field Goal,Right Corner 3,23,1,Made,2,9,-198,385
311,002200120,Stephen Curry,3PT Field Goal,Above the Break 3,31,0,Missed,4,5,-184,335
543,002200133,Stephen Curry,3PT Field Goal,Right Corner 3,26,1,Made,4,8,-2,187
918,002200158,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),20,0,Missed,1,0,77,18
1331,002200106,Stephen Curry,2PT Field Goal,Mid-Range,8,1,Made,3,10,104,56
215,002200114,Stephen Curry,3PT Field Goal,Right Corner 3,30,0,Missed,1,6,175,393
561,002200134,Stephen Curry,3PT Field Goal,Above the Break 3,33,0,Missed,2,7,-229,370
27,002200103,Stephen Curry,3PT Field Goal,Above the Break 3,23,1,Made,2,6,234,223
941,002200160,Stephen Curry,2PT Field Goal,Mid-Range,21,0,Missed,3,1,-54,19
708,002200143,Stephen Curry,3PT Field Goal,Above the Break 3,32,1,Made,4,4,-178,58
554,002200134,Stephen Curry,3PT Field Goal,Above the Break 3,30,1,Made,1,5,11,339
1247,002200100,Stephen Curry,2PT Field Goal,Mid-Range,14,0,Missed,4,8,104,104
677,002200141,Stephen Curry,3PT Field Goal,Above the Break 3,34,1,Made,3,9,-137,432
693,002200142,Stephen Curry,3PT Field Goal,Above the Break 3,31,1,Made,2,9,37,464
256,002200117,Stephen Curry,3PT Field Goal,Above the Break 3,32,0,Missed,2,11,-185,162
25,002200103,Stephen Curry,3PT Field Goal,Above the Break 3,29,0,Missed,3,0,67,441
336,002200121,Stephen Curry,3PT Field Goal,Above the Break 3,25,1,Made,2,2,140,27
47,002200104,Stephen Curry,3PT Field Goal,Above the Break 3,31,0,Missed,4,9,72,359
106,002200108,Stephen Curry,3PT Field Goal,Above the Break 3,24,1,Made,3,3,-113,183
1009,002200165,Stephen Curry,2PT Field Goal,Mid-Range,18,1,Made,3,6,-102,161
55,002200105,Stephen Curry,3PT Field Goal,Above the Break 3,25,1,Made,4,3,99,46
850,002200154,Stephen Curry,2PT Field Goal,Mid-Range,12,0,Missed,1,9,-32,94
213,002200114,Stephen Curry,3PT Field Goal,Above the Break 3,22,0,Missed,1,8,18,362
120,002200109,Stephen Curry,3PT Field Goal,Above the Break 3,23,1,Made,1,5,-217,110
711,002200143,Stephen Curry,3PT Field Goal,Above the Break 3,31,0,Missed,2,1,-4,30
605,002200137,Stephen Curry,3PT Field Goal,Above the Break 3,28,0,Missed,1,2,-133,398
72,002200106,Stephen Curry,3PT Field Goal,Right Corner 3,25,0,Missed,2,6,-155,151
1261,002200101,Stephen Curry,2PT Field Goal,Mid-Range,17,0,Missed,4,1,-189,105
590,002200136,Stephen Curry,3PT Field Goal,Above the Break 3,25,0,Missed,3,10,-214,334
45,002200104,Stephen Curry,3PT Field Goal,Right Corner 3,34,0,Missed,2,4,-156,98
989,002200163,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),14,1,Made,2,2,163,96
523,002200132,Stephen Curry,3PT Field Goal,Right Corner 3,28,0,Missed,1,5,215,153
710,002200143,Stephen Curry,3PT Field Goal,Above the Break 3,32,1,Made,3,5,-31,377
705,002200143,Stephen Curry,3PT Field Goal,Above the Break 3,33,1,Made,3,3,-160,17
746,002200145,Stephen Curry,3PT Field Goal,Above the Break 3,33,0,Missed,4,2,148,227
533,002200133,Stephen Curry,3PT Field Goal,Right Corner 3,34,0,Missed,3,10,-169,323
465,002200129,Stephen Curry,3PT Field Goal,Above the Break 3,25,0,Missed,4,6,-1,227
998,002200164,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),10,0,Missed,1,0,-92,78
1176,002200177,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),8,1,Made,2,6,154,35
638,002200139,Stephen Curry,3PT Field Goal,Left Corner 3,32,1,Made,1,11,53,290
60,002200105,Stephen Curry,3PT Field Goal,Above the Break 3,26,0,Missed,3,6,200,75
92,002200107,Stephen Curry,3PT Field Goal,Above the Break 3,26,1,Made,4,10,196,144
872,002200155,Stephen Curry,2PT Field Goal,Restricted Area,14,0,Missed,1,8,133,215
194,002200113,Stephen Curry,3PT Field Goal,Above the Break 3,33,0,Missed,1,6,-24,169
280,002200118,Stephen Curry,3PT Field Goal,Above the Break 3,33,1,Made,2,10,181,342
359,002200123,Stephen Curry,3PT Field Goal,Above the Break 3,28,1,Made,2,2,-35,228
519,002200132,Stephen Curry,3PT Field Goal,Left Corner 3,31,0,Missed,1,2,227,5
695,002200142,Stephen Curry,3PT Field Goal,Left Corner 3,31,1,Made,2,7,-154,446
1197,002200178,Stephen Curry,2PT Field Goal,Mid-Range,5,0,Missed,4,8,-31,174
182,002200112,Stephen Curry,3PT Field Goal,Above the Break 3,23,0,Missed,3,1,-178,200
110,002200108,Stephen Curry,3PT Field Goal,Above the Break 3,24,0,Missed,3,1,-190,121
1220,002200180,Stephen Curry,2PT Field Goal,Restricted Area,10,1,Made,3,0,120,56
